post_detail,caption,post_hashtags,number_of_likes,number_of_comments,competition,featured,product,promotion,infographics,others
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/65001723_2344220945791525_8629576812669241080_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=jXTuGwMl6l0AX_Fj9LH&_nc_tp=18&oh=af3e805070fefc66c8ba6fcf081e19b6&oe=5FBA7F17,Shake your bonbons!Hit us up to get that customised flavour for your loved ones......#hatterstreet #sgcafefoodhunt #sgcafehopping #pastryart #sgbakery #sgbaker #exploresingapore #exploresingaporeeats #tslmakan #sgfoodblogger #singaporeinsiders #sgeats #culinaryart #bonbons #8dayseat #sgfood #sgfoodporn #foodporn #cafehoppingsg #eatoutsg #eatbooksg #hungrygowhere #whatissingapore #letsexploresg #singaporefoodlisting #whati8today #burpple #instafood_sg #crazesg #timeoutsg,"['hatterstreet', 'sgcafefoodhunt', 'sgcafehopping', 'pastryart', 'sgbakery', 'sgbaker', 'exploresingapore', 'exploresingaporeeats', 'tslmakan', 'sgfoodblogger', 'singaporeinsiders', 'sgeats', 'culinaryart', 'bonbons', '8dayseat', 'sgfood', 'sgfoodporn', 'foodporn', 'cafehoppingsg', 'eatoutsg', 'eatbooksg', 'hungrygowhere', 'whatissingapore', 'letsexploresg', 'singaporefoodlisting', 'whati8today', 'burpple', 'instafood_sg', 'crazesg', 'timeoutsg']",186,0,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/10895352_620285184782448_1310856737_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=CSA5zn8unAcAX8vEUIl&_nc_tp=18&oh=dcf4acf595ba3d389e8b11c326978315&oe=5FB96378,"New WHOA'ffle in da house!!! Who's up for homemade coffee ice cream, drizzled with Espresso Butterscotch?! #cafesg #sgcafes #sgfood #8dayseat #hungrygowhere #chefstalk #sgfoodie #sgeats #burpple #waffles #cafehopping #Hatterstreet ##cheflife #chefworks #8dayseatout","['cafesg', 'sgcafes', 'sgfood', '8dayseat', 'hungrygowhere', 'chefstalk', 'sgfoodie', 'sgeats', 'burpple', 'waffles', 'cafehopping', 'hatterstreet', 'cheflife', 'chefworks', '8dayseatout']",172,9,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/66779735_514986325707244_7612849067857313302_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=geSY5lVb1EQAX_eMGFV&_nc_tp=18&oh=e1cee041df45bddb17371d2b44e53506&oe=5FBB9341,"CAKE DECOR WORKSHOP:Title: Buttercream Marble Effect Details:28/7/2019 OR 4/8/2019Time: 9:00am - 12.00pm Fee: S$120 Class Size: 8 pax*Due to the limited size, spots are secured only when full payment is made on a first come first serve basis.You will:1. Use a real 6"" inch cake2. Learn how to cover and smooth the cake with buttercream3. Learn how to mix and tone colours 4. Learn how to apply the marbling technique to your cake5. Decorate your own cake What is Provided? - Buttercream Recipe- Materials needed for the Marbling technique- 6 inch cake base x 2What do you need to bring? - Table cloths x 2- Turntable (if participants do not have, they can purchase it from the cafe @ ONLY $10)- Creativity ❤WhatsApp us at +65 9380 6563 to secure your spot now!Thank you! PS: There will be a photographer/videographer during the workshop.....#hatterstreet #sgcafefoodhunt #sgcafehopping #pastryart #sgbakery #sgbaker #exploresingapore #exploresingaporeeats #marblingcake #cakestagram #sgfoodblogger #singaporeinsiders #sgeats #culinaryart #cakedecorating #8dayseat #sgfood #sgfoodporn #foodporn #cafehoppingsg #eatoutsg #eatbooksg #hungrygowhere #whatissingapore #letsexploresg #singaporefoodlisting #whati8today #burpple #instafood_sg #crazesg","['hatterstreet', 'sgcafefoodhunt', 'sgcafehopping', 'pastryart', 'sgbakery', 'sgbaker', 'exploresingapore', 'exploresingaporeeats', 'marblingcake', 'cakestagram', 'sgfoodblogger', 'singaporeinsiders', 'sgeats', 'culinaryart', 'cakedecorating', '8dayseat', 'sgfood', 'sgfoodporn', 'foodporn', 'cafehoppingsg', 'eatoutsg', 'eatbooksg', 'hungrygowhere', 'whatissingapore', 'letsexploresg', 'singaporefoodlisting', 'whati8today', 'burpple', 'instafood_sg', 'crazesg']",179,1,,,,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/11098328_821367464605763_284574838_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=1MYtUhA8oIoAX9FBD7h&_nc_tp=18&oh=a15de6abe418a763b42dc3ef89b0ce58&oe=5FB94731,"Hey Hey Hey! Hatters Gone Nutters due to missing your chance at our checked cake? Well, fret not, it's Available Today! #Hatterstreet #cafehoppingsg #sgfoodie #sgfood #8dayseatout #sgeat #instafood #hungrygowhere #chefworks #cheflife #burrple #cake #cafesg #sgcafes #rainbow #sgcafehopping #sgcafescene #dontsaywebojio","['hatterstreet', 'cafehoppingsg', 'sgfoodie', 'sgfood', '8dayseatout', 'sgeat', 'instafood', 'hungrygowhere', 'chefworks', 'cheflife', 'burrple', 'cake', 'cafesg', 'sgcafes', 'rainbow', 'sgcafehopping', 'sgcafescene', 'dontsaywebojio']",168,7,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/91350683_549931195656097_3933806956679789688_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=08irmarYBBUAX-PlUNB&_nc_tp=18&oh=266d328c638f342d0c8e83b39e2fab00&oe=5FB94548,"Stay home, celebrate a cozy birthday and leave the delivery to us ❤️Our ever popular number cakes in yet another variant! Protected by unicorns of course! 🦄 . FREE delivery for the month of April ! Chat us up! ....#hatterstreet #sgfoodie #wheretoeatsg #tslmakan #birthdaycake #sgbaker #dessertagram #exploresingaporeeats #tastemademedoit #sgfoodblogger #singaporeinsiders #sgeats #shouteats #wheretoeatsg #8dayseat #sgfood #sgfoodporn #foodporn #cafehoppingsg #eatoutsg #eatbooksg #foodinsing #timeoutsg #sgfoodtrend #singaporefoodlisting #whati8today #burpple #instafood_sg #sgcafefood #singaporefoodies","['hatterstreet', 'sgfoodie', 'wheretoeatsg', 'tslmakan', 'birthdaycake', 'sgbaker', 'dessertagram', 'exploresingaporeeats', 'tastemademedoit', 'sgfoodblogger', 'singaporeinsiders', 'sgeats', 'shouteats', 'wheretoeatsg', '8dayseat', 'sgfood', 'sgfoodporn', 'foodporn', 'cafehoppingsg', 'eatoutsg', 'eatbooksg', 'foodinsing', 'timeoutsg', 'sgfoodtrend', 'singaporefoodlisting', 'whati8today', 'burpple', 'instafood_sg', 'sgcafefood', 'singaporefoodies']",149,12,,,,1,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/10729328_927167707311774_1961265795_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=gv-_NBpp3EcAX8khP2b&_nc_tp=18&oh=c95a4fab5f15cd1c29bbc1d6d5bd77d0&oe=5FBACEE4,"Well well, what do we have here? Mad Popping ""Mad Hatter"" Rainbow Cake is available today, come get it before it runs out again! #Hatterstreet #madhatter #cafehopping #cafehoppingsg #burrple #8dayseatout #rainbow #rainbowcake","['hatterstreet', 'madhatter', 'cafehopping', 'cafehoppingsg', 'burrple', '8dayseatout', 'rainbow', 'rainbowcake']",152,8,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/84082245_496046641321547_7435138976186036752_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=rFR9WR-ym9cAX8usDdC&tp=19&oh=e59d23e853b744035f19aa078deec068&oe=5FBA5020,We are all Superhero’s in our own ways! Customize your own thematic number/alphabet cake with us and enjoy FREE DELIVERY for the month of April! .....#hatterstreet #sgfoodie #wheretoeatsg #tslmakan #birthdaycake #sgbaker #dessertagram #exploresingaporeeats #tslmakan #sgfoodblogger #singaporeinsiders #sgeats #shouteats #wheretoeatsg #8dayseat #sgfood #sgfoodporn #foodporn #cafehoppingsg #eatoutsg #eatbooksg #foodinsing #munchiessg #sgfoodtrend #singaporefoodlisting #whati8today #burpple #instafood_sg #sgcafefood #timeoutsg,"['hatterstreet', 'sgfoodie', 'wheretoeatsg', 'tslmakan', 'birthdaycake', 'sgbaker', 'dessertagram', 'exploresingaporeeats', 'tslmakan', 'sgfoodblogger', 'singaporeinsiders', 'sgeats', 'shouteats', 'wheretoeatsg', '8dayseat', 'sgfood', 'sgfoodporn', 'foodporn', 'cafehoppingsg', 'eatoutsg', 'eatbooksg', 'foodinsing', 'munchiessg', 'sgfoodtrend', 'singaporefoodlisting', 'whati8today', 'burpple', 'instafood_sg', 'sgcafefood', 'timeoutsg']",142,13,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/106916736_586943502214975_6102591752752697758_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SbJmcBEKCBwAX99OoJy&_nc_tp=15&oh=fbecbf08a7eaded7c6ff62a63ab23de0&oe=5FBC54BE,"Let our monogram cakes be the centerpiece of your party!From your favorite whimsical characters to KPOP stars, you can choose your preferred theme to make your next celebration a memorable one! DM or Whatsapp (link in bio) us to find out more!",[],145,8,,,1,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/11378553_966090503430587_328558954_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=t0pl8nz28dcAX9ZAg6U&_nc_tp=18&oh=a4985c505f5c8a5e2cb77390a721ce84&oe=5FBA7BDA,An #Andybowdy's inspired cake with our own version of a surprise-inside #piñata! What do you think? #Hatterstreet #8dayseatout #hungrygowhere #sgcafescene #sgcafes #sgfoodie #sgig #sgfood #cafehoppingsg #instafood #cheflife #burrple #burrplesg #chefworks,"['andybowdy', 'piñata', 'hatterstreet', '8dayseatout', 'hungrygowhere', 'sgcafescene', 'sgcafes', 'sgfoodie', 'sgig', 'sgfood', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'chefworks']",146,2,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/10665514_332651663560894_1130325350_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=CZVPQEIViuwAX9XajSh&_nc_tp=18&oh=fd49d91c79dae1211f2734407d58a0d5&oe=5FB9B8F3,"Our ""Mad Hatter"" rainbow cake just got more colourful! Just because we can, it got Madder POP! hatterstreet #cafehopping #cafehoppingsg #culinaryworks #chefworks #burrple #8dayseatout #madhatter #pastryart","['cafehopping', 'cafehoppingsg', 'culinaryworks', 'chefworks', 'burrple', '8dayseatout', 'madhatter', 'pastryart']",139,8,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/22580362_1327059787406324_3193631496829140992_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=LvKZSm0GFtgAX9_EPEX&_nc_tp=18&oh=ec3d6c54ae9156a4637b30db090c2ee7&oe=5FBB08AA,"Soft opening special: mini unicorn special going ONLY at $2.50!! From Monday 23rd October, Valid till the end of the month! Find us @ 462 Crawford Lane #01-59 #hatterstreet #oopeningspecial ..........................#Hatterstreet #8dayseatout #cake #desserts #hungrygowhere #sgcafes #sgcafescene #sgfood #sgfoodies #sgig #cafehoppingsg #instafood #cheflife #burrple #burrplesg #iblanja #snatchsg #bakers #aliceinwonderland #rabbithole #chefworks #hatter4life #eatoutsg #sgmakandiary #wewantsugar #eatbooks #unicorn","['01', 'hatterstreet', 'oopeningspecial', 'hatterstreet', '8dayseatout', 'cake', 'desserts', 'hungrygowhere', 'sgcafes', 'sgcafescene', 'sgfood', 'sgfoodies', 'sgig', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'iblanja', 'snatchsg', 'bakers', 'aliceinwonderland', 'rabbithole', 'chefworks', 'hatter4life', 'eatoutsg', 'sgmakandiary', 'wewantsugar', 'eatbooks', 'unicorn']",144,1,,,,1,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/28753000_1877260915898152_2883063713030471680_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jngVO7lnsd8AX8JPPAE&_nc_tp=18&oh=2d07fe254e59543f3f05f8bd19232ebd&oe=5FBAC83F,Hey pretty little thing! Rainbow baked cheesecake with smooth chocolate ganache on our shelves today! Come get it 😋...#Hatterstreet #8dayseatout #cake #desserts #hungrygowhere #sgcafes #sgcafescene #sgfood #sgfoodies #sgig #cafehoppingsg #instafood #cheflife #burrple #burrplesg #iblanja #snatchsg #bakers #aliceinwonderland #rabbithole #chefworks #eatoutsg #sgmakandiary #eatbooks #unicorn #waffles #cake #brunch #weekendbrunch #brunchsg,"['hatterstreet', '8dayseatout', 'cake', 'desserts', 'hungrygowhere', 'sgcafes', 'sgcafescene', 'sgfood', 'sgfoodies', 'sgig', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'iblanja', 'snatchsg', 'bakers', 'aliceinwonderland', 'rabbithole', 'chefworks', 'eatoutsg', 'sgmakandiary', 'eatbooks', 'unicorn', 'waffles', 'cake', 'brunch', 'weekendbrunch', 'brunchsg']",139,5,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/16124151_1381467391926152_8003912039904837632_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=8bjEPZbcRuEAX_Bp4Ih&_nc_tp=18&oh=c50d3806e63ef2084a9654b2ea133e86&oe=5FB9D671,Thank you all for the overwhelming orders! 恭喜發財 ! #pineappletarts #hatterstreet #burrple #sgcafes #homebakes #8dayseat #pastryart #hougang #sgcafehopping #instafoodsg #culinaryarts #chickentarts #stfoodtrending #whati8today #hungrygowhere #sgmakandiary #eatoutsg #eatbooksg #sgfoodie #cny2017,"['pineappletarts', 'hatterstreet', 'burrple', 'sgcafes', 'homebakes', '8dayseat', 'pastryart', 'hougang', 'sgcafehopping', 'instafoodsg', 'culinaryarts', 'chickentarts', 'stfoodtrending', 'whati8today', 'hungrygowhere', 'sgmakandiary', 'eatoutsg', 'eatbooksg', 'sgfoodie', 'cny2017']",141,1,,,,,,1
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/18013712_1844727349115491_3183146914723921920_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Po8imvPf-1YAX-ZmtCh&_nc_tp=18&oh=a2595e8fc594b526f03b0f006e848365&oe=5FBA1874,"Just sent out this customised unicorn cake! Don't forget, we don't just do great waffles, our bakers can customise cakes for your special occasion! Drop us an email to enquire 🤘#Hatterstreet #8dayseatout #cake #desserts #hungrygowhere #sgcafes #sgcafescene #sgfood #sgfoodies #sgig #cafehoppingsg #instafood #cheflife #burrple #burrplesg #iblanja #snatchsg #bakers #aliceinwonderland #rabbithole #chefworks #hatter4life #eatoutsg #sgmakandiary #wewantsugar #eatbooks #unicorn #rainbowcake #customisedcakes","['hatterstreet', '8dayseatout', 'cake', 'desserts', 'hungrygowhere', 'sgcafes', 'sgcafescene', 'sgfood', 'sgfoodies', 'sgig', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'iblanja', 'snatchsg', 'bakers', 'aliceinwonderland', 'rabbithole', 'chefworks', 'hatter4life', 'eatoutsg', 'sgmakandiary', 'wewantsugar', 'eatbooks', 'unicorn', 'rainbowcake', 'customisedcakes']",136,5,,,,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/101681004_143835663902870_7246185783161413734_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=ZoTbgQGkCWUAX_rlZoW&_nc_tp=15&oh=6ac0df79ab281909bfaa6dc61c50b8ea&oe=5FBAC8F1,"“A party without cake is just a meeting.” - Julia Child ❤️From your favorite Cartoon to Kpop BTS stars, you can choose/customize your preferred theme to make your next celebration a memorable one! DM us to order to find out more ❤️",[],130,10,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/22858433_1690334791029869_5654026279964377088_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=bp_mVeeD_8kAX8HHq-Y&_nc_tp=18&oh=ce95cb9c7bd846e73248593dc3f60b7b&oe=5FB91293,"Yes we have expanded !! Come join us at our Grand Opening happening at Crawford Lane this Sunday, 5th November 2017 at 1 pm! We'll be launching our Ultimate Hotdogs and its the only day you can purchase a mini Unicorn cone for ONLY $2.50 and not forgetting our FANTASTIC beer/cider promotions!! Come on down and celebrate this milestone together!! #straitstimes #burpplesg #8dayseat #8dayseatout #cafehoppingsg #tnp #sgcafescene #straitstimesfood","['straitstimes', 'burpplesg', '8dayseat', '8dayseatout', 'cafehoppingsg', 'tnp', 'sgcafescene', 'straitstimesfood']",134,6,,,,1,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/18812424_313789019055057_3997611162316308480_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QG21VTdvCiQAX9IMQYI&_nc_tp=18&oh=1365a3d4f1a3e6403259388f6a912997&oe=5FBC2CB6,Paddlepop cheesecake?! We will say yes to that! Grab your own while stocks last. 😎#paddlepop #cheesecake #Hatterstreet #8dayseatout #cake #desserts #hungrygowhere #sgcafes #sgcafescene #sgfood #sgfoodies #sgig #cafehoppingsg #instafood #cheflife #burrple #burrplesg #iblanja #snatchsg #bakers #aliceinwonderland #rabbithole #chefworks #hatter4life #eatoutsg #sgmakandiary #wewantsugar #eatbooks,"['paddlepop', 'cheesecake', 'hatterstreet', '8dayseatout', 'cake', 'desserts', 'hungrygowhere', 'sgcafes', 'sgcafescene', 'sgfood', 'sgfoodies', 'sgig', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'iblanja', 'snatchsg', 'bakers', 'aliceinwonderland', 'rabbithole', 'chefworks', 'hatter4life', 'eatoutsg', 'sgmakandiary', 'wewantsugar', 'eatbooks']",136,1,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/21820261_523439071381569_6269101120426082304_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=k4efh-YwwroAX9l5sal&_nc_tp=18&oh=f72bb727fd6fc587fac91e62f5d36c60&oe=5FBCC219,So much beauty in a cake 😍 #historiasdelciervo,['historiasdelciervo'],132,4,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/91713178_835963173480958_6968026244984042520_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=42lh0ZJsxMUAX_2Q1m1&_nc_tp=18&oh=2f4fe405ece85ed3cf61beed56b5d78c&oe=5F93BF07,"⭐️ My signature 𝗟𝗨𝗫𝗨𝗥𝗬 𝗙𝗟𝗢𝗥𝗔𝗟 𝗖𝗔𝗞𝗘 𝗠𝗔𝗦𝗧𝗘𝗥𝗖𝗟𝗔𝗦𝗦 is back! ⭐️ .A private, semi hands-on Cake Decorating workshop. *limited to 6 students per class. .𝕃𝕆ℂ𝔸𝕋𝕀𝕆ℕ: 212 Hougang street 21, #01-333 Singapore 530212.𝕐𝕆𝕌 𝕎𝕀𝕃𝕃:1. Learn how to make our Signature, stable Swiss Meringue Buttercream 2. Learn how to cover and smooth the cake with buttercream on a 6inch cake3. Learn the special technique in covering/wrapping your cake perfectly 4. Learn how to decorate your stunningly luxurious floral cake using fresh flowers and ensure they are safe for the cake 𝕎ℍ𝔸𝕋 𝕀𝕊 ℙℝ𝕆𝕍𝕀𝔻𝔼𝔻?- Buttercream Recipe- Materials needed for the Floral cake- 6 inch cake base𝕎ℍ𝔸𝕋 𝕐𝕆𝕌 𝕎𝕀𝕃𝕃 𝕋𝔸𝕂𝔼 ℍ𝕆𝕄𝔼?-your very own 6inch floral masterpiece that you decorated in class-recipes of our signature buttercream as well as our all time favorite vanilla cake sponge recipe This class suitable for begginers. 😊 ..Please note there will be no baking done in class. Only for the month of April, we are giving a towering ONE time discount of 50% , at ONLY $125/pax (U.P $250) ! It’s the best time to join as the classes are limited, seats are spaced out comfortably (more than 1M apart) and you get to learn in a conducive environment with more attention from the instructor!.For inquiries and registration, please WhatsApp to 93806563 ! First come First serve basis ❤️ 🍰",['01'],126,6,,,,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/12628107_242762736055561_846898769_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=UO1m-N_mTzMAX9ISfGT&_nc_tp=18&oh=225979b6491af80dea8833cdd655e483&oe=5FBAF95E,"Our Mad Hatter Rainbow Cake just went #basketcase! Heh! Come get some, before it runs out! #Hatterstreet #8dayseatout #hungrygowhere #sgcafes #sgcafescene #sgfood #sgfoodies #sgig #cafehoppingsg #instafood #cheflife #burrple #burrplesg #iblanja #snatchsg #chefworks #hatter4life #eatoutsg #sgmakandiary #wewantsugar #eatbooksg","['basketcase', 'hatterstreet', '8dayseatout', 'hungrygowhere', 'sgcafes', 'sgcafescene', 'sgfood', 'sgfoodies', 'sgig', 'cafehoppingsg', 'instafood', 'cheflife', 'burrple', 'burrplesg', 'iblanja', 'snatchsg', 'chefworks', 'hatter4life', 'eatoutsg', 'sgmakandiary', 'wewantsugar', 'eatbooksg']",118,14,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/117432382_2749469128671009_6658843200188183582_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=3alUPIF1LEMAX9hRxSO&_nc_tp=15&oh=0ca422954ab0cd7911d6a3a1057947d1&oe=5FB9F26B,"We absolutely love creating themed cakes! From Corgis to your favorite video games, let our monogram cakes be that buzz for your party! ❤️.DM or WhatsApp us (link in bio) to find out more!",[],125,4,,,1,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/21371746_764960813688295_6879964672439615488_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=7xKnUFc6KSYAX-DYVmV&_nc_tp=18&oh=5439ab5e9f9e61aa16abaad0e81fcc0c&oe=5FBC9AF5,By far the best unicorn whoaffles you can find! Keep the tags coming ❤ #hatterstreet #sgeats #sgfood #sgbakes #sgcafes #sgfoodie #sgfoodblogger #unicornwaffle #culinaryharassment #8dayseat #sgfoodies #burpple #burpplesg,"['hatterstreet', 'sgeats', 'sgfood', 'sgbakes', 'sgcafes', 'sgfoodie', 'sgfoodblogger', 'unicornwaffle', 'culinaryharassment', '8dayseat', 'sgfoodies', 'burpple', 'burpplesg']",126,3,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/10644070_1546340122256167_393825445_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=PqUySwXNiXQAX8vHsu0&_nc_tp=18&oh=bc7d7849ec353957497df091453f8382&oe=5FB93E1B,"Introducing our latest addition: YOLO! It's a high ratio chocolate and vanilla cake, choc frosting, choc fudge, choc ganache and cream cheese. How decadently sinful can it get! Afterall, You Only Live Once!! #hatterstreet #burpple #hatterstreetcafe #singapore #cafehopping #cafehoppingsg #chefworks #pastryart #8dayseatout #culinaryworks #chefporn #foodporn","['hatterstreet', 'burpple', 'hatterstreetcafe', 'singapore', 'cafehopping', 'cafehoppingsg', 'chefworks', 'pastryart', '8dayseatout', 'culinaryworks', 'chefporn', 'foodporn']",123,4,,,1,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/109828557_737399960409742_8678519369003627936_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=9u50lyok_wMAX_20FOL&_nc_tp=15&oh=6034fa8e267c3c44fed0f5cc9eac1992&oe=5FB9B3B8,Life is too short to Skip Cake 😍Customize your very own thematic monogram cake and enjoy $10 islandwide delivery for all new cake orders! Promo ends 31st July 2020. DM or WhatsApp (link in bio) us to find out more! ..#supportlocal #sgunited #buzzfeedfood #loveyourlocalsg #sgbakery #pastryart #sgheritage #motherhoodsg #sgmotherhood #cakedecorating,"['supportlocal', 'sgunited', 'buzzfeedfood', 'loveyourlocalsg', 'sgbakery', 'pastryart', 'sgheritage', 'motherhoodsg', 'sgmotherhood', 'cakedecorating']",117,9,,,,1,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/19762033_1735131200120492_26190405628329984_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=5pwfRGEouYIAX_rleRy&_nc_tp=18&oh=522c3b0f468ce5512a8f97db5a27299a&oe=5FB99996,Hakuna Matata ! #galaxycake #sgfood #sgcafes #8dayseatout #hougang #kovan #hatterstreet #hatter4life #chefworks #pastryart #cafehoppingsg #cakedecorating #cakesofinstagram #sgfoodie #sgbakes #sgeats,"['galaxycake', 'sgfood', 'sgcafes', '8dayseatout', 'hougang', 'kovan', 'hatterstreet', 'hatter4life', 'chefworks', 'pastryart', 'cafehoppingsg', 'cakedecorating', 'cakesofinstagram', 'sgfoodie', 'sgbakes', 'sgeats']",126,0,,,,,1,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e15/10731755_709519229124463_628913798_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=TVqD4rryxiMAX9R4PjZ&_nc_tp=18&oh=ec0eaaf9ac88b6cb0f4308d4c9437030&oe=5FBAAFEB,"""You are my sunshine, my only sunshine... You make me happy when skies are grey... You never know dear, how much i love youuuuuu... Please don't take my sunhine away...!"" #Hatterstreet #cafehopping #cafehoppingsg #rainbowcake #rainbow While it last Hatters!","['hatterstreet', 'cafehopping', 'cafehoppingsg', 'rainbowcake', 'rainbow']",116,8,,,1,,,
https://instagram.fsin3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/118912796_755817061661644_2381832485268103024_n.jpg?_nc_ht=instagram.fsin3-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=-VHlqw1euncAX8qRPYg&_nc_tp=15&oh=f53e557c8247b8ce5bc1efa099033c7d&oe=5FBC331F,"Our unique monogram cakes have been so well received! Tonnes of themes to choose/customize from your favorite cartoons, stickers to even TV shows! Let our monogram cakes be the centerpiece of your party! DM or Whatsapp (link in bio) us to find out more ♥️.#burpplesg #sgfoodie #sgfood #instasg #sgcafes #sgfoodlover #foodiesg #exploresingapore #sgfoodtrend","['burpplesg', 'sgfoodie', 'sgfood', 'instasg', 'sgcafes', 'sgfoodlover', 'foodiesg', 'exploresingapore', 'sgfoodtrend']",114,9,,,1,,,
